% Model:              c4扩张收缩.mph
% Version:            COMSOL 5.4.0.225
% Date:               Apr 25 2021, 16:33
% Dimension:          2
% Nodes:              8
% Expressions:        51
% Description:        电场，z 分量
% Length unit:        m
% X                       Y                        ewfd.Ez (V/m) @ lambda=4, k1=-0.5, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=-0.48, k2=0.5        ewfd.Ez (V/m) @ lambda=4, k1=-0.46, k2=0.5        ewfd.Ez (V/m) @ lambda=4, k1=-0.44, k2=0.5        ewfd.Ez (V/m) @ lambda=4, k1=-0.42, k2=0.5        ewfd.Ez (V/m) @ lambda=4, k1=-0.4, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=-0.38, k2=0.5        ewfd.Ez (V/m) @ lambda=4, k1=-0.36, k2=0.5        ewfd.Ez (V/m) @ lambda=4, k1=-0.34, k2=0.5        ewfd.Ez (V/m) @ lambda=4, k1=-0.32, k2=0.5        ewfd.Ez (V/m) @ lambda=4, k1=-0.3, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=-0.28, k2=0.5        ewfd.Ez (V/m) @ lambda=4, k1=-0.26, k2=0.5        ewfd.Ez (V/m) @ lambda=4, k1=-0.24, k2=0.5        ewfd.Ez (V/m) @ lambda=4, k1=-0.22, k2=0.5        ewfd.Ez (V/m) @ lambda=4, k1=-0.2, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=-0.18, k2=0.5        ewfd.Ez (V/m) @ lambda=4, k1=-0.16, k2=0.5        ewfd.Ez (V/m) @ lambda=4, k1=-0.14, k2=0.5        ewfd.Ez (V/m) @ lambda=4, k1=-0.12, k2=0.5        ewfd.Ez (V/m) @ lambda=4, k1=-0.1, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=-0.08, k2=0.5        ewfd.Ez (V/m) @ lambda=4, k1=-0.06, k2=0.5        ewfd.Ez (V/m) @ lambda=4, k1=-0.04, k2=0.5        ewfd.Ez (V/m) @ lambda=4, k1=-0.02, k2=0.5        ewfd.Ez (V/m) @ lambda=4, k1=0, k2=0.5            ewfd.Ez (V/m) @ lambda=4, k1=0.02, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=0.04, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=0.06, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=0.08, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=0.1, k2=0.5          ewfd.Ez (V/m) @ lambda=4, k1=0.12, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=0.14, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=0.16, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=0.18, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=0.2, k2=0.5          ewfd.Ez (V/m) @ lambda=4, k1=0.22, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=0.24, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=0.26, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=0.28, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=0.3, k2=0.5          ewfd.Ez (V/m) @ lambda=4, k1=0.32, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=0.34, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=0.36, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=0.38, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=0.4, k2=0.5          ewfd.Ez (V/m) @ lambda=4, k1=0.42, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=0.44, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=0.46, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=0.48, k2=0.5         ewfd.Ez (V/m) @ lambda=4, k1=0.5, k2=0.5
-0.007500000000000001     -0.005000000000000001    1.0309109747283416                                1.0202618734280045+0.18530131196422991i           0.9901805428020651+0.3594571217324192i            0.9452082727137334+0.5150487652843959i            0.8904564345745636+0.6494515879845106i            0.8301194659251268+0.7635348170599313i            0.7670656055806313+0.8598217300644503i            0.7030517884597532+0.941207885504667i             0.6390879196331526+1.0103484654349089i            0.5757390174190318+1.0694673136939383i            0.5133261652044522+1.120362094955324i             0.452046958102166+1.1644784098047158i             0.3920435181099017+1.2029962437280504i            0.3334389165409536+1.2369082985372426i            0.2763545746768197+1.267085122284857i             0.2209147095823517+1.2943270466734575i            0.16723836678175866+1.3194030075557297i           0.11541275894485892+1.3430729494172216i           0.0654288947403335+1.3660826315715484i            0.017030371580888284+1.3891032979620204i          -0.030655090458754503+1.412555168502052i          -0.08008209901533041+1.4361817636453802i          -0.13816717956689123+1.4580300059339195i          -0.22716818667192806+1.4711621701042457i          -0.4512283966536426+1.4369951834516015i           -1.5127166602958209                               -0.45122839665364234-1.436995183451606i           -0.22716818667193633-1.4711621701042443i          -0.13816717956687993-1.458030005933918i           -0.08008209901535573-1.4361817636453729i          -0.03065509045875386-1.4125551685020525i          0.01703037158088036-1.3891032979620228i           0.0654288947403338-1.3660826315715497i            0.11541275894485642-1.3430729494172222i           0.16723836678175533-1.319403007555729i            0.22091470958235948-1.2943270466734589i           0.27635457467681745-1.2670851222848538i           0.3334389165409572-1.2369082985372404i            0.3920435181099036-1.202996243728048i             0.45204695810217194-1.164478409804718i            0.5133261652044545-1.1203620949553241i            0.57573901741903-1.069467313693936i               0.6390879196331494-1.010348465434908i             0.703051788459751-0.9412078855046666i             0.7670656055806372-0.85982173006445i              0.8301194659251268-0.7635348170599294i            0.8904564345745729-0.6494515879845113i            0.9452082727137279-0.5150487652843939i            0.9901805428020667-0.3594571217324168i            1.0202618734280013-0.18530131196422678i           1.030910974728344
-0.0025000000000000005    -0.005000000000000001    1.6039460174326567                                1.5954030096500464+0.07115794968524922i           1.571577074121009+0.13856922287955356i            1.5367827243135164+0.19977577099895766i           1.4956950649725258+0.25397153417138724i           1.45189210690598+0.3015453261211237i              1.4075284138418063+0.34344100717639964i           1.3636258789282936+0.3807153758905404i            1.3204787956886863+0.41432992519228495i           1.2779649315610333+0.44508889426785203i           1.2357354723563663+0.4736447290658667i            1.1933135467178304+0.500526830284624i             1.1501335788628317+0.5261741263015639i            1.1055428092744133+0.5509645042525899i            1.0587756649447386+0.575239261253482i             1.0089036132801001+0.5993221055682915i            0.9547569120272841+0.6235314690719426i            0.8948091839730041+0.6481821064390161i            0.8270105078507933+0.6735659309932684i            0.7485501226356701+0.6998898641337218i            0.6555246510839615+0.7271248618723417i            0.5424540309195716+0.7546753953990046i            0.4012929748773652+0.7806684145756002i            0.21728491761056004+0.7999825713252084i           -0.06332289775868481+0.7895655470535081i          -0.7780635207461308                               -0.06332289775868286-0.789565547053506i           0.21728491761055502-0.7999825713252183i           0.4012929748773645-0.7806684145755926i            0.5424540309195562-0.7546753953990192i            0.6555246510839613-0.7271248618723437i            0.7485501226356682-0.6998898641337231i            0.8270105078507882-0.673565930993275i             0.8948091839730038-0.6481821064390135i            0.9547569120272769-0.6235314690719382i            1.008903613280107-0.5993221055682895i             1.0587756649447333-0.5752392612534797i            1.1055428092744133-0.5509645042525871i            1.150133578862833-0.526174126301565i              1.1933135467178329-0.500526830284622i             1.2357354723563703-0.47364472906586425i           1.2779649315610284-0.44508889426784604i           1.320478795688686-0.4143299251922864i             1.3636258789282947-0.380715375890541i             1.4075284138418116-0.34344100717639686i           1.45189210690598-0.3015453261211196i              1.4956950649725296-0.25397153417138785i           1.5367827243135121-0.19977577099895452i           1.5715770741210129-0.13856922287954723i           1.5954030096500493-0.07115794968524367i           1.6039460174326583
0.0025000000000000005     -0.005000000000000001    1.6034273639110022                                1.5949908321816222-0.06880238698931092i           1.5714739300280465-0.1339116075945303i            1.5371666653408493-0.1928961673998911i            1.4967189780781396-0.24494242372554012i           1.4536928827069593-0.2904074262260721i            1.410239340622582-0.3301922814420269i             1.367388472198223-0.3653084973042045i             1.3254533764864385-0.39667296277451314i           1.2843408109743326-0.4250460173243471i            1.2437421208056525-0.4510354166138794i            1.2032343765529043-0.4751229484540807i            1.162324379954538-0.4976945656798594i             1.1204577144717434-0.5190671519745461i            1.0770050982136088-0.5395101296552478i            1.0312315602671636-0.5592616435327709i            0.9822502244982412-0.5785387449208359i            0.9289620351287539-0.5975392796862684i            0.8699885032468045-0.6164294872416434i            0.8036262597668983-0.6353039507934615i            0.7279182845977045-0.6540899314917252i            0.6411306592300237-0.6723370929993957i            0.5435330747375324-0.6887380399351939i            0.4439289338594913-0.6995936372275138i            0.39493067971898155-0.6861329765954262i           0.7776309375593122                                0.3949306797189832+0.686132976595428i             0.44392893385949256+0.6995936372275008i           0.5435330747375232+0.6887380399351964i            0.6411306592300321+0.6723370929993822i            0.727918284597702+0.6540899314917219i             0.8036262597669054+0.6353039507934594i            0.8699885032468015+0.6164294872416405i            0.9289620351287567+0.59753927968627i              0.98225022449824+0.5785387449208399i              1.0312315602671647+0.5592616435327722i            1.0770050982136032+0.5395101296552486i            1.1204577144717396+0.5190671519745469i            1.1623243799545373+0.49769456567986214i           1.2032343765529043+0.47512294845408287i           1.243742120805656+0.45103541661388086i            1.2843408109743333+0.4250460173243492i            1.3254533764864371+0.3966729627745138i            1.3673884721982248+0.3653084973042056i            1.410239340622588+0.33019228144202956i            1.453692882706959+0.29040742622607607i            1.4967189780781425+0.2449424237255406i            1.5371666653408498+0.1928961673998931i            1.571473930028052+0.13391160759453596i            1.5949908321816273+0.068802386989314i             1.6034273639110037
0.007500000000000001      -0.005000000000000001    1.030012660218673                                 1.0196468779420087-0.1837494741180225i            0.9903839789844376-0.35643377907742274i           0.9466897954572513-0.5106886270712846i            0.8935948230665901-0.643910671245441i             0.8352352994099579-0.7569669349123146i            0.774452936267204-0.8523681929469129i             0.7130076197710187-0.932996352909771i             0.6519370803411934-1.0014961952830483i            0.5918563317516374-1.0600858735384762i            0.5331591210144763-1.110562226719103i             0.4761424596029712-1.1543746540728503i            0.42108292795818475-1.1927113402145582i           0.3682870512674331-1.2265775305005608i            0.318131229021093-1.256860800637531i              0.2711027384866196-1.2843832768826846i            0.22785260230729207-1.3099407151010716i           0.1892740175986552-1.3343247279777721i            0.15662861971018668-1.3583160280698865i           0.1317639898403563-1.382619080337482i             0.11752377178514331-1.4076729994529793i           0.11864640296377094-1.433198782255325i            0.14427663694519716-1.4571305278843685i           0.21787758913245162-1.4722614712728426i           0.4421199007011077-1.4395105633905012i            1.5124182865929134                                0.44211990070110635+1.4395105633904988i           0.2178775891324596+1.472261471272843i             0.14427663694518952+1.457130527884364i            0.11864640296379377+1.4331987822553234i           0.11752377178514113+1.4076729994529775i           0.13176398984036664+1.3826190803374818i           0.15662861971019307+1.3583160280698878i           0.18927401759866044+1.334324727977772i            0.2278526023072931+1.3099407151010731i            0.27110273848661676+1.2843832768826846i           0.31813122902109264+1.2568608006375315i           0.36828705126742933+1.2265775305005597i           0.42108292795818564+1.192711340214564i            0.4761424596029723+1.1543746540728526i            0.5331591210144756+1.1105622267191044i            0.5918563317516401+1.0600858735384737i            0.6519370803411935+1.001496195283052i             0.7130076197710167+0.9329963529097716i            0.7744529362672015+0.8523681929469142i            0.8352352994099531+0.7569669349123178i            0.8935948230665927+0.643910671245442i             0.9466897954572562+0.510688627071284i             0.9903839789844396+0.35643377907742185i           1.0196468779420105+0.183749474118021i             1.030012660218674
-0.007500000000000001     0.005000000000000001     1.030739751264662                                 1.020088345328891+0.18530713505687726i            0.9900004461906744+0.359467537028496i             0.9450182108885297+0.5150616544405765i            0.8902540511274449+0.6494643978291693i            0.8299033483053125+0.7635449075102169i            0.7668350876921641+0.8598265608871813i            0.7028067650819948+0.9412050846964899i            0.6388287122722753+1.01033583621597i              0.5754662922074625+1.069442818089155i             0.5130408919910313+1.120323832935964i             0.4517504004420892+1.1644246016574182i            0.3917372477928611+1.202925217970285i             0.333124850526151+1.2368184856244258i             0.2760350363099545+1.2669750539002136i            0.2205925200942811+1.2941953608554306i            0.16691697786606033+1.3192484612651683i           0.1150964431566377+1.3428944429486878i            0.065123017546822+1.365879254876132i              0.016741775828521405+1.388874420258448i           -0.030917553218326645+1.4123006144034007i         -0.08030685147312912+1.4359021592971524i          -0.1383388771662132+1.4577274589989555i           -0.22726519578417234+1.470841785324256i           -0.451207414015345+1.4366725579901274i            -1.5123980131634212                               -0.4512074140153426-1.436672557990123i            -0.22726519578418392-1.4708417853242528i          -0.1383388771662057-1.4577274589989582i           -0.08030685147315691-1.43590215929715i            -0.030917553218329022-1.4123006144033972i         0.01674177582850879-1.3888744202584524i           0.06512301754681721-1.3658792548761334i           0.11509644315663456-1.3428944429486833i           0.16691697786605555-1.319248461265168i            0.22059252009428282-1.2941953608554304i           0.2760350363099547-1.266975053900216i             0.333124850526154-1.2368184856244278i             0.39173724779285973-1.202925217970285i            0.4517504004420866-1.1644246016574125i            0.5130408919910333-1.1203238329359635i            0.5754662922074603-1.0694428180891566i            0.638828712272272-1.0103358362159733i             0.7028067650819942-0.941205084696494i             0.7668350876921681-0.8598265608871776i            0.8299033483053174-0.7635449075102223i            0.8902540511274442-0.6494643978291691i            0.9450182108885246-0.5150616544405793i            0.9900004461906666-0.35946753702849843i           1.0200883453288865-0.18530713505687452i           1.0307397512646614
-0.0025000000000000005    0.005000000000000001     1.6043510140600061                                1.5958051645178055+0.07116749987277035i           1.571971482094842+0.13858721240954572i            1.537166356224244+0.19980031491529668i            1.4960669569935792+0.2540004141021532i            1.4522529228116148+0.30157632422258346i           1.407879853076015+0.34347208024160836i            1.3639701949048755+0.38074471420539585i           1.320818477632772+0.41435595326253194i            1.278302512305472+0.4451102506274795i             1.2360734100616084+0.473660243137391i             1.1936541390413913+0.50053550299469i              1.150478880287884+0.5261751158786304i             1.10589452983103+0.5509571165514087i              1.0591350311138374+0.5752229433409268i            1.0092711703684842+0.5992964413664965i            0.9551322426854176+0.6234961763447859i            0.8951905112608641+0.6481370354441515i            0.8273941473909425+0.6735110671481482i            0.7489297588566749+0.699825340892763i             0.655890469539743+0.7270509969091228i             0.5427919194108359+0.7545927746598978i            0.40158447041628187+0.7805780700633638i           0.21750966398480615+0.7998863967650884i           -0.06317621332777193+0.7894685019177093i          -0.7779246057035777                               -0.06317621332777773-0.7894685019177087i          0.21750966398480082-0.7998863967650935i           0.4015844704162863-0.7805780700633668i            0.5427919194108232-0.7545927746599043i            0.65589046953975-0.7270509969091234i              0.748929758856663-0.6998253408927607i             0.8273941473909365-0.6735110671481438i            0.8951905112608652-0.6481370354441552i            0.9551322426854197-0.623496176344789i             1.009271170368483-0.5992964413664904i             1.0591350311138428-0.5752229433409294i            1.105894529831031-0.5509571165514064i             1.150478880287882-0.5261751158786299i             1.1936541390413922-0.5005355029946881i            1.2360734100616086-0.4736602431373915i            1.2783025123054728-0.4451102506274812i            1.3208184776327672-0.41435595326253427i           1.3639701949048713-0.3807447142053958i            1.4078798530760128-0.34347208024160353i           1.4522529228116152-0.30157632422258823i           1.4960669569935778-0.2540004141021552i            1.5371663562242457-0.19980031491530056i           1.5719714820948347-0.13858721240955363i           1.5958051645178053-0.07116749987277084i           1.604351014060004
0.0025000000000000005     0.005000000000000001     1.603642550169035                                 1.5952049934114996-0.0687398289514541i            1.5716855126324676-0.13378886529440057i           1.5373753100045247-0.1927171372935892i            1.4969256338212813-0.2447114483493706i            1.453899517575242-0.2901285402584486i             1.4104485524092083-0.32986889318485363i           1.3676031678167992-0.3649433642337585i            1.3256765521474154-0.3962683006683855i            1.2845754064327795-0.4246036448908753i            1.243990911322753-0.4505568917997005i             1.2034998724217147-0.47460968217469895i           1.1626087101747968-0.49714791123788443i           1.1207624741305626-0.5184884724161428i            1.0773311378182457-0.5389008457439567i            1.0315786897758579-0.5586232642728116i            0.9826167949787331-0.5778728818026738i            0.9293443467621105-0.5968476460070373i            0.8703799710310598-0.6157138866646877i            0.8040162531649967-0.6345662687129281i            0.7282905569106612-0.6533321682856635i            0.641461296573448-0.6715615444133334i             0.5437877075661353-0.6879479254549961i            0.44405657899767054-0.6987954351343331i           0.39482691669995296-0.6853532856678098i           0.7768537445056813                                0.39482691669994735+0.6853532856678081i           0.4440565789976747+0.6987954351343287i            0.5437877075661341+0.6879479254549973i            0.6414612965734608+0.6715615444133273i            0.7282905569106685+0.6533321682856579i            0.8040162531649991+0.634566268712931i             0.8703799710310631+0.6157138866646897i            0.9293443467621139+0.5968476460070309i            0.982616794978735+0.5778728818026694i             1.0315786897758559+0.5586232642728182i            1.0773311378182515+0.5389008457439564i            1.1207624741305664+0.5184884724161437i            1.1626087101747955+0.49714791123788254i           1.203499872421714+0.47460968217469757i            1.2439909113227527+0.45055689179969916i           1.2845754064327846+0.42460364489087454i           1.3256765521474128+0.39626830066838353i           1.3676031678167984+0.3649433642337595i            1.4104485524092034+0.32986889318485585i           1.4538995175752405+0.29012854025844537i           1.4969256338212784+0.24471144834936562i           1.5373753100045282+0.1927171372935858i            1.5716855126324667+0.1337888652943915i            1.5952049934115022+0.06873982895145198i           1.6036425501690352
0.007500000000000001      0.005000000000000001     1.0299310175989453                                1.0195629798557218-0.18375107923083167i           0.9902937121054147-0.35643578700275247i           0.9465900348290797-0.5106889545764999i            0.8934836062056966-0.6439067813164802i            0.8351116878783412-0.7569561712332256i            0.7743167699244023-0.852347967121926i             0.7128592937354354-0.9329642218716521i            0.6517773846023882-1.0014498806556176i            0.5916863482472481-1.0600232579552311i            0.5329801612246631-1.1104813447979078i            0.47595602732787345-1.154273685249146i            0.42089069643680554-1.1925886055452921i           0.36809084765949696-1.2264314934921787i           0.31793302185863814-1.256690071641904i            0.27090462511409097-1.2841866210371795i           0.22765679359225682-1.3097170652062267i           0.18908281578150743-1.3340732067865892i           0.15644438028578747-1.3580359908054174i           0.13158904434310648-1.382310200997703i            0.11736024913423583-1.4073354491788934i           0.11849577029915728-1.4328335943733341i           0.1441383816981839-1.4567403424709149i            0.21774466135835804-1.4718522918488282i           0.44195461981923323-1.4391010948044114i           1.5119726048461424                                0.4419546198192369+1.4391010948044114i            0.2177446613583689+1.471852291848829i             0.14413838169818094+1.4567403424709218i           0.11849577029918303+1.4328335943733352i           0.1173602491342356+1.4073354491788928i            0.1315890443431193+1.3823102009977017i            0.15644438028579674+1.3580359908054174i           0.18908281578151243+1.3340732067865888i           0.22765679359225957+1.3097170652062242i           0.2709046251140889+1.2841866210371793i            0.3179330218586375+1.2566900716419034i            0.368090847659495+1.2264314934921754i             0.42089069643680416+1.1925886055452883i           0.47595602732787895+1.1542736852491469i           0.5329801612246622+1.1104813447979074i            0.5916863482472541+1.0600232579552296i            0.6517773846023895+1.0014498806556165i            0.7128592937354357+0.9329642218716532i            0.7743167699243985+0.852347967121924i             0.8351116878783365+0.7569561712332237i            0.8934836062056896+0.6439067813164747i            0.946590034829088+0.5106889545764985i             0.9902937121054164+0.35643578700274714i           1.0195629798557233+0.1837510792308285i            1.0299310175989433
